subject,imtype,region,category,sequence,signal_change
R3948,intact,rsc_24_bilat,face,diff,-0.122
R3948,intact,rsc_24_bilat,house,same,-0.05566
R3948,intact,rsc_24_bilat,house,diff,-0.1519
R3948,intact,ventral_stream,face,same,0.2856
R3948,intact,ventral_stream,face,diff,0.231
R3948,intact,ventral_stream,house,same,0.5548
R3948,intact,ventral_stream,house,diff,0.4374
R3948,intact,ventral_stream_sub_V1V4,face,same,0.203
R3948,intact,ventral_stream_sub_V1V4,face,diff,0.1491
R3948,intact,ventral_stream_sub_V1V4,house,same,0.4476
R3948,intact,ventral_stream_sub_V1V4,house,diff,0.3351
R3972,global,IPS0,face,same,-0.1528
R3972,global,IPS0,face,diff,-0.05956
R3972,global,IPS0,house,same,-0.02262
R3972,global,IPS0,house,diff,0.1533
R3972,global,IPS1,face,same,0.02503
R3972,global,IPS1,face,diff,0.04469
R3972,global,IPS1,house,same,0.1404
R3972,global,IPS1,house,diff,0.2035
R3972,global,IPS2,face,same,-0.06408
R3972,global,IPS2,face,diff,-0.04921
R3972,global,IPS2,house,same,-0.03077
R3972,global,IPS2,house,diff,-0.0778
R3972,global,IPS3,face,same,-0.1783
R3972,global,IPS3,face,diff,-0.1177
R3972,global,IPS3,house,same,-0.1638
R3972,global,IPS3,house,diff,-0.206
R3972,global,IPS4,face,same,-0.1073
R3972,global,IPS4,face,diff,-0.04179
R3972,global,IPS4,house,same,-0.09896
R3972,global,IPS4,house,diff,-0.1232
R3972,global,IPS5,face,same,-0.01199
R3972,global,IPS5,face,diff,-0.02732
R3972,global,IPS5,house,same,-0.06324
R3972,global,IPS5,house,diff,-0.09619
R3972,global,LO1,face,same,0.6162
R3972,global,LO1,face,diff,0.5611
R3972,global,LO1,house,same,0.6209
R3972,global,LO1,house,diff,0.7313
R3972,global,LO2,face,same,0.3775
R3972,global,LO2,face,diff,0.3069
R3972,global,LO2,house,same,0.4001
R3972,global,LO2,house,diff,0.3497
R3972,global,MST,face,same,0.5898
R3972,global,MST,face,diff,0.6758
R3972,global,MST,house,same,0.6793
R3972,global,MST,house,diff,0.439
R3972,global,PHC1,face,same,0.1947
R3972,global,PHC1,face,diff,0.1985
R3972,global,PHC1,house,same,0.2273
R3972,global,PHC1,house,diff,0.1743
R3972,global,PHC2,face,same,-0.00738
R3972,global,PHC2,face,diff,-0.04896
R3972,global,PHC2,house,same,0.002145
R3972,global,PHC2,house,diff,0.009628
R3972,global,SPL1,face,same,-0.3952
R3972,global,SPL1,face,diff,-0.4255
R3972,global,SPL1,house,same,-0.3078
R3972,global,SPL1,house,diff,-0.3406
R3972,global,V1,face,same,0.7904
R3972,global,V1,face,diff,0.7744
R3972,global,V1,house,same,0.9069
R3972,global,V1,house,diff,1.053
R3972,global,V1-V3,face,same,0.8721
R3972,global,V1-V3,face,diff,0.8334
R3972,global,V1-V3,house,same,0.9291
R3972,global,V1-V3,house,diff,1.111
R3972,global,V1-V4,face,same,0.8377
R3972,global,V1-V4,face,diff,0.7964
R3972,global,V1-V4,house,same,0.8886
R3972,global,V1-V4,house,diff,1.068
R3972,global,V1d,face,same,0.7901
R3972,global,V1d,face,diff,0.7933
R3972,global,V1d,house,same,0.8633
R3972,global,V1d,house,diff,1.034
R3972,global,V1v,face,same,0.8679
R3972,global,V1v,face,diff,0.8343
R3972,global,V1v,house,same,1.033
R3972,global,V1v,house,diff,1.149
R3972,global,V2,face,same,0.8272
R3972,global,V2,face,diff,0.7968
R3972,global,V2,house,same,0.9004
R3972,global,V2,house,diff,1.12
R3972,global,V2d,face,same,0.6743
R3972,global,V2d,face,diff,0.6741
R3972,global,V2d,house,same,0.6752
R3972,global,V2d,house,diff,0.9469
R3972,global,V2v,face,same,0.9788
R3972,global,V2v,face,diff,0.9184
R3972,global,V2v,house,same,1.124
R3972,global,V2v,house,diff,1.292
R3972,global,V3,face,same,0.698
R3972,global,V3,face,diff,0.6644
R3972,global,V3,house,same,0.6571
R3972,global,V3,house,diff,0.8259
R3972,global,V3a,face,same,0.3302
R3972,global,V3a,face,diff,0.4149
R3972,global,V3a,house,same,0.372
R3972,global,V3a,house,diff,0.5354
R3972,global,V3b,face,same,0.4412
R3972,global,V3b,face,diff,0.4383
R3972,global,V3b,house,same,0.3907
R3972,global,V3b,house,diff,0.5734
R3972,global,V3d,face,same,0.7129
R3972,global,V3d,face,diff,0.6994
R3972,global,V3d,house,same,0.6335
R3972,global,V3d,house,diff,0.8454
R3972,global,V3v,face,same,0.6811
R3972,global,V3v,face,diff,0.6244
R3972,global,V3v,house,same,0.684
R3972,global,V3v,house,diff,0.8036
R3972,global,VO1,face,same,0.3737
R3972,global,VO1,face,diff,0.2999
R3972,global,VO1,house,same,0.3151
R3972,global,VO1,house,diff,0.4053
R3972,global,VO2,face,same,0.3074
R3972,global,VO2,face,diff,0.281
R3972,global,VO2,house,same,0.3025
R3972,global,VO2,house,diff,0.2602
R3972,global,all_regions,face,same,0.5738
R3972,global,all_regions,face,diff,0.5549
R3972,global,all_regions,house,same,0.6164
R3972,global,all_regions,house,diff,0.7537
R3972,global,ffa_24_bilat,face,same,0.09172
R3972,global,ffa_24_bilat,face,diff,0.1335
R3972,global,ffa_24_bilat,house,same,0.1466
R3972,global,ffa_24_bilat,house,diff,0.182
R3972,global,ffa_24_left,face,same,0.06744
R3972,global,ffa_24_left,face,diff,0.1498
R3972,global,ffa_24_left,house,same,0.1526
R3972,global,ffa_24_left,house,diff,0.1702
R3972,global,ffa_24_right,face,same,0.1149
R3972,global,ffa_24_right,face,diff,0.118
R3972,global,ffa_24_right,house,same,0.1408
R3972,global,ffa_24_right,house,diff,0.1932
R3972,global,ffa_31_bilat,face,same,0.09022
R3972,global,ffa_31_bilat,face,diff,0.117
R3972,global,ffa_31_bilat,house,same,0.1414
R3972,global,ffa_31_bilat,house,diff,0.1648
R3972,global,ffa_31_left,face,same,0.06875
R3972,global,ffa_31_left,face,diff,0.128
R3972,global,ffa_31_left,house,same,0.1447
R3972,global,ffa_31_left,house,diff,0.1398
R3972,global,ffa_31_right,face,same,0.1071
R3972,global,ffa_31_right,face,diff,0.1083
R3972,global,ffa_31_right,house,same,0.1387
R3972,global,ffa_31_right,house,diff,0.1845
R3972,global,ffa_38_bilat,face,same,0.0936
R3972,global,ffa_38_bilat,face,diff,0.08803
R3972,global,ffa_38_bilat,house,same,0.1232
R3972,global,ffa_38_bilat,house,diff,0.1645
R3972,global,ffa_38_left,face,same,0.07098
R3972,global,ffa_38_left,face,diff,0.1814
R3972,global,ffa_38_left,house,same,0.1916
R3972,global,ffa_38_left,house,diff,0.1038
R3972,global,ffa_38_right,face,same,0.09392
R3972,global,ffa_38_right,face,diff,0.08668
R3972,global,ffa_38_right,house,same,0.1222
R3972,global,ffa_38_right,house,diff,0.1654
R3972,global,ffa_left_100,face,same,0.1474
R3972,global,ffa_left_100,face,diff,0.2558
R3972,global,ffa_left_100,house,same,0.2112
R3972,global,ffa_left_100,house,diff,0.2428
R3972,global,ffa_left_150,face,same,0.1188
R3972,global,ffa_left_150,face,diff,0.2312
R3972,global,ffa_left_150,house,same,0.192
R3972,global,ffa_left_150,house,diff,0.2653
R3972,global,ffa_left_23,face,same,0.1196
R3972,global,ffa_left_23,face,diff,0.234
R3972,global,ffa_left_23,house,same,0.1931
R3972,global,ffa_left_23,house,diff,0.27
R3972,global,ffa_left_31,face,same,0.147
R3972,global,ffa_left_31,face,diff,0.2535
R3972,global,ffa_left_31,house,same,0.2099
R3972,global,ffa_left_31,house,diff,0.2352
R3972,global,ffa_left_50,face,same,0.1603
R3972,global,ffa_left_50,face,diff,0.2663
R3972,global,ffa_left_50,house,same,0.2153
R3972,global,ffa_left_50,house,diff,0.2178
R3972,global,ffa_right_100,face,same,0.1672
R3972,global,ffa_right_100,face,diff,0.1392
R3972,global,ffa_right_100,house,same,0.1562
R3972,global,ffa_right_100,house,diff,0.2304
R3972,global,ffa_right_150,face,same,0.1398
R3972,global,ffa_right_150,face,diff,0.1323
R3972,global,ffa_right_150,house,same,0.1387
R3972,global,ffa_right_150,house,diff,0.2112
R3972,global,ffa_right_23,face,same,0.1366
R3972,global,ffa_right_23,face,diff,0.1625
R3972,global,ffa_right_23,house,same,0.1486
R3972,global,ffa_right_23,house,diff,0.2284
R3972,global,ffa_right_31,face,same,0.1436
R3972,global,ffa_right_31,face,diff,0.1372
R3972,global,ffa_right_31,house,same,0.1436
R3972,global,ffa_right_31,house,diff,0.2152
R3972,global,ffa_right_50,face,same,0.1662
R3972,global,ffa_right_50,face,diff,0.1121
R3972,global,ffa_right_50,house,same,0.1575
R3972,global,ffa_right_50,house,diff,0.1946
R3972,global,hMT,face,same,0.3328
R3972,global,hMT,face,diff,0.3011
R3972,global,hMT,house,same,0.2423
R3972,global,hMT,house,diff,0.1595
R3972,global,hV4,face,same,0.382
R3972,global,hV4,face,diff,0.3034
R3972,global,hV4,house,same,0.3582
R3972,global,hV4,house,diff,0.4889
R3972,global,ofa_24_bilat,face,same,0.3974
R3972,global,ofa_24_bilat,face,diff,0.4145
R3972,global,ofa_24_bilat,house,same,0.4272
R3972,global,ofa_24_bilat,house,diff,0.3424
R3972,global,ofa_right_100,face,same,0.1788
R3972,global,ofa_right_100,face,diff,0.2466
R3972,global,ofa_right_100,house,same,0.1245
R3972,global,ofa_right_100,house,diff,0.3183
R3972,global,opa_24_bilat,face,same,0.5686
R3972,global,opa_24_bilat,face,diff,0.5441
R3972,global,opa_24_bilat,house,same,0.5756
R3972,global,opa_24_bilat,house,diff,0.7074
R3972,global,ppa_24_bilat,face,same,0.1595
R3972,global,ppa_24_bilat,face,diff,0.1965
R3972,global,ppa_24_bilat,house,same,0.2233
R3972,global,ppa_24_bilat,house,diff,0.2459
R3972,global,ppa_24_left,face,same,0.183
R3972,global,ppa_24_left,face,diff,0.2196
R3972,global,ppa_24_left,house,same,0.2456
R3972,global,ppa_24_left,house,diff,0.2757
R3972,global,ppa_24_right,face,same,0.1349
R3972,global,ppa_24_right,face,diff,0.1723
R3972,global,ppa_24_right,house,same,0.1999
R3972,global,ppa_24_right,house,diff,0.2147
R3972,global,ppa_31_bilat,face,same,0.1613
R3972,global,ppa_31_bilat,face,diff,0.2018
R3972,global,ppa_31_bilat,house,same,0.2218
R3972,global,ppa_31_bilat,house,diff,0.2415
R3972,global,ppa_31_left,face,same,0.1813
R3972,global,ppa_31_left,face,diff,0.2215
R3972,global,ppa_31_left,house,same,0.2446
R3972,global,ppa_31_left,house,diff,0.2644
R3972,global,ppa_31_right,face,same,0.1405
R3972,global,ppa_31_right,face,diff,0.1814
R3972,global,ppa_31_right,house,same,0.1982
R3972,global,ppa_31_right,house,diff,0.2177
R3972,global,ppa_38_bilat,face,same,0.163
R3972,global,ppa_38_bilat,face,diff,0.217
R3972,global,ppa_38_bilat,house,same,0.2301
R3972,global,ppa_38_bilat,house,diff,0.2405
R3972,global,ppa_38_left,face,same,0.182
R3972,global,ppa_38_left,face,diff,0.2429
R3972,global,ppa_38_left,house,same,0.2614
R3972,global,ppa_38_left,house,diff,0.2608
R3972,global,ppa_38_right,face,same,0.1455
R3972,global,ppa_38_right,face,diff,0.193
R3972,global,ppa_38_right,house,same,0.2012
R3972,global,ppa_38_right,house,diff,0.2218
R3972,global,ppa_left_100,face,same,0.2691
R3972,global,ppa_left_100,face,diff,0.3305
R3972,global,ppa_left_100,house,same,0.3408
R3972,global,ppa_left_100,house,diff,0.4523
R3972,global,ppa_left_150,face,same,0.2598
R3972,global,ppa_left_150,face,diff,0.325
R3972,global,ppa_left_150,house,same,0.3318
R3972,global,ppa_left_150,house,diff,0.4393
R3972,global,ppa_left_23,face,same,0.2651
R3972,global,ppa_left_23,face,diff,0.327
R3972,global,ppa_left_23,house,same,0.3299
R3972,global,ppa_left_23,house,diff,0.4493
R3972,global,ppa_left_31,face,same,0.2559
R3972,global,ppa_left_31,face,diff,0.319
R3972,global,ppa_left_31,house,same,0.3286
R3972,global,ppa_left_31,house,diff,0.4352
R3972,global,ppa_left_50,face,same,0.2297
R3972,global,ppa_left_50,face,diff,0.301
R3972,global,ppa_left_50,house,same,0.3055
R3972,global,ppa_left_50,house,diff,0.3783
R3972,global,ppa_right_100,face,same,0.4412
R3972,global,ppa_right_100,face,diff,0.5793
R3972,global,ppa_right_100,house,same,0.605
R3972,global,ppa_right_100,house,diff,0.7107
R3972,global,ppa_right_150,face,same,0.3947
R3972,global,ppa_right_150,face,diff,0.5197
R3972,global,ppa_right_150,house,same,0.5442
R3972,global,ppa_right_150,house,diff,0.6466
R3972,global,ppa_right_23,face,same,0.3959
R3972,global,ppa_right_23,face,diff,0.5038
R3972,global,ppa_right_23,house,same,0.5308
R3972,global,ppa_right_23,house,diff,0.6346
R3972,global,ppa_right_31,face,same,0.3978
R3972,global,ppa_right_31,face,diff,0.522
R3972,global,ppa_right_31,house,same,0.5475
R3972,global,ppa_right_31,house,diff,0.6498
R3972,global,ppa_right_50,face,same,0.4792
R3972,global,ppa_right_50,face,diff,0.6411
R3972,global,ppa_right_50,house,same,0.6479
R3972,global,ppa_right_50,house,diff,0.7889
R3972,global,psts_24_bilat,face,same,0.4666
R3972,global,psts_24_bilat,face,diff,0.4937
R3972,global,psts_24_bilat,house,same,0.4857
R3972,global,psts_24_bilat,house,diff,0.3813
R3972,global,rsc_24_bilat,face,same,-0.02364
R3972,global,rsc_24_bilat,face,diff,0.02952
R3972,global,rsc_24_bilat,house,same,-0.002144
R3972,global,rsc_24_bilat,house,diff,0.05228
R3972,global,ventral_stream,face,same,0.3294
R3972,global,ventral_stream,face,diff,0.3327
R3972,global,ventral_stream,house,same,0.3953
R3972,global,ventral_stream,house,diff,0.4812
R3972,global,ventral_stream_sub_V1V4,face,same,0.2169
R3972,global,ventral_stream_sub_V1V4,face,diff,0.2351
R3972,global,ventral_stream_sub_V1V4,house,same,0.2773
R3972,global,ventral_stream_sub_V1V4,house,diff,0.3508
R3972,local,IPS0,face,same,0.3218
R3972,local,IPS0,face,diff,0.1719
R3972,local,IPS0,house,same,0.4069
R3972,local,IPS0,house,diff,0.417
R3972,local,IPS1,face,same,0.2634
R3972,local,IPS1,face,diff,0.2558
R3972,local,IPS1,house,same,0.4053
R3972,local,IPS1,house,diff,0.3612
R3972,local,IPS2,face,same,-0.1483
R3972,local,IPS2,face,diff,-0.03587
R3972,local,IPS2,house,same,-0.09423
R3972,local,IPS2,house,diff,-0.004942
R3972,local,IPS3,face,same,-0.2887
R3972,local,IPS3,face,diff,-0.2021
R3972,local,IPS3,house,same,-0.2334
R3972,local,IPS3,house,diff,-0.105
R3972,local,IPS4,face,same,-0.2294
R3972,local,IPS4,face,diff,-0.1443
R3972,local,IPS4,house,same,-0.1755
R3972,local,IPS4,house,diff,-0.05106
R3972,local,IPS5,face,same,-0.2692
R3972,local,IPS5,face,diff,-0.1268
R3972,local,IPS5,house,same,-0.2311
R3972,local,IPS5,house,diff,-0.1551
R3972,local,LO1,face,same,0.8746
R3972,local,LO1,face,diff,0.9653
R3972,local,LO1,house,same,0.9617
R3972,local,LO1,house,diff,1.096
R3972,local,LO2,face,same,0.2706
R3972,local,LO2,face,diff,0.3639
R3972,local,LO2,house,same,0.4121
R3972,local,LO2,house,diff,0.483
R3972,local,MST,face,same,0.2223
R3972,local,MST,face,diff,0.4282
R3972,local,MST,house,same,0.3694
R3972,local,MST,house,diff,0.3695
R3972,local,PHC1,face,same,0.1102
R3972,local,PHC1,face,diff,0.0184
R3972,local,PHC1,house,same,0.1235
R3972,local,PHC1,house,diff,0.1517
R3972,local,PHC2,face,same,-0.05863
R3972,local,PHC2,face,diff,-0.06726
R3972,local,PHC2,house,same,0.008281
R3972,local,PHC2,house,diff,0.0195
R3972,local,SPL1,face,same,-0.3239
R3972,local,SPL1,face,diff,-0.2695
R3972,local,SPL1,house,same,-0.1613
R3972,local,SPL1,house,diff,-0.04952
R3972,local,V1,face,same,0.9022
R3972,local,V1,face,diff,0.7492
R3972,local,V1,house,same,1.02
R3972,local,V1,house,diff,1.05
R3972,local,V1-V3,face,same,0.9706
R3972,local,V1-V3,face,diff,0.7843
R3972,local,V1-V3,house,same,1.061
R3972,local,V1-V3,house,diff,1.139
R3972,local,V1-V4,face,same,0.9504
R3972,local,V1-V4,face,diff,0.7746
R3972,local,V1-V4,house,same,1.037
R3972,local,V1-V4,house,diff,1.115
R3972,local,V1d,face,same,0.8392
R3972,local,V1d,face,diff,0.6203
R3972,local,V1d,house,same,0.9145
R3972,local,V1d,house,diff,0.9441
R3972,local,V1v,face,same,1.034
R3972,local,V1v,face,diff,0.9395
R3972,local,V1v,house,same,1.187
R3972,local,V1v,house,diff,1.226
R3972,local,V2,face,same,0.9575
R3972,local,V2,face,diff,0.7394
R3972,local,V2,house,same,1.042
R3972,local,V2,house,diff,1.112
R3972,local,V2d,face,same,0.6804
R3972,local,V2d,face,diff,0.2898
R3972,local,V2d,house,same,0.7833
R3972,local,V2d,house,diff,0.826
R3972,local,V2v,face,same,1.229
R3972,local,V2v,face,diff,1.18
R3972,local,V2v,house,same,1.296
R3972,local,V2v,house,diff,1.392
R3972,local,V3,face,same,0.7536
R3972,local,V3,face,diff,0.6442
R3972,local,V3,house,same,0.7877
R3972,local,V3,house,diff,0.9133
R3972,local,V3a,face,same,0.5111
R3972,local,V3a,face,diff,0.5444
R3972,local,V3a,house,same,0.6298
R3972,local,V3a,house,diff,0.9011
R3972,local,V3b,face,same,0.552
R3972,local,V3b,face,diff,0.6301
R3972,local,V3b,house,same,0.6553
R3972,local,V3b,house,diff,0.8356
R3972,local,V3d,face,same,0.7359
R3972,local,V3d,face,diff,0.5884
R3972,local,V3d,house,same,0.7535
R3972,local,V3d,house,diff,0.9292
R3972,local,V3v,face,same,0.7736
R3972,local,V3v,face,diff,0.7072
R3972,local,V3v,house,same,0.8262
R3972,local,V3v,house,diff,0.8954
R3972,local,VO1,face,same,0.3959
R3972,local,VO1,face,diff,0.3009
R3972,local,VO1,house,same,0.4427
R3972,local,VO1,house,diff,0.4562
R3972,local,VO2,face,same,0.2018
R3972,local,VO2,face,diff,0.05131
R3972,local,VO2,house,same,0.2036
R3972,local,VO2,house,diff,0.2158
R3972,local,all_regions,face,same,0.6964
R3972,local,all_regions,face,diff,0.5904
R3972,local,all_regions,house,same,0.7804
R3972,local,all_regions,house,diff,0.8671
R3972,local,ffa_24_bilat,face,same,0.29
R3972,local,ffa_24_bilat,face,diff,0.381
R3972,local,ffa_24_bilat,house,same,0.3922
R3972,local,ffa_24_bilat,house,diff,0.3736
R3972,local,ffa_24_left,face,same,0.2481
R3972,local,ffa_24_left,face,diff,0.3337
R3972,local,ffa_24_left,house,same,0.3434
R3972,local,ffa_24_left,house,diff,0.2885
R3972,local,ffa_24_right,face,same,0.3327
R3972,local,ffa_24_right,face,diff,0.4293
R3972,local,ffa_24_right,house,same,0.4421
R3972,local,ffa_24_right,house,diff,0.4605
R3972,local,ffa_31_bilat,face,same,0.2781
R3972,local,ffa_31_bilat,face,diff,0.3716
R3972,local,ffa_31_bilat,house,same,0.3752
R3972,local,ffa_31_bilat,house,diff,0.3722
R3972,local,ffa_31_left,face,same,0.2207
R3972,local,ffa_31_left,face,diff,0.3048
R3972,local,ffa_31_left,house,same,0.3002
R3972,local,ffa_31_left,house,diff,0.2637
R3972,local,ffa_31_right,face,same,0.3275
R3972,local,ffa_31_right,face,diff,0.4291
R3972,local,ffa_31_right,house,same,0.4397
R3972,local,ffa_31_right,house,diff,0.4656
R3972,local,ffa_38_bilat,face,same,0.2974
R3972,local,ffa_38_bilat,face,diff,0.4087
R3972,local,ffa_38_bilat,house,same,0.4106
R3972,local,ffa_38_bilat,house,diff,0.4225
R3972,local,ffa_38_left,face,same,0.1266
R3972,local,ffa_38_left,face,diff,0.3442
R3972,local,ffa_38_left,house,same,0.2957
R3972,local,ffa_38_left,house,diff,0.2093
R3972,local,ffa_38_right,face,same,0.3002
R3972,local,ffa_38_right,face,diff,0.4097
R3972,local,ffa_38_right,house,same,0.4125
R3972,local,ffa_38_right,house,diff,0.426
R3972,local,ffa_left_100,face,same,0.2652
R3972,local,ffa_left_100,face,diff,0.3192
R3972,local,ffa_left_100,house,same,0.3696
R3972,local,ffa_left_100,house,diff,0.4314
R3972,local,ffa_left_150,face,same,0.2885
R3972,local,ffa_left_150,face,diff,0.3131
R3972,local,ffa_left_150,house,same,0.4258
R3972,local,ffa_left_150,house,diff,0.4664
R3972,local,ffa_left_23,face,same,0.2978
R3972,local,ffa_left_23,face,diff,0.3204
R3972,local,ffa_left_23,house,same,0.4262
R3972,local,ffa_left_23,house,diff,0.4764
R3972,local,ffa_left_31,face,same,0.2534
R3972,local,ffa_left_31,face,diff,0.3095
R3972,local,ffa_left_31,house,same,0.3536
R3972,local,ffa_left_31,house,diff,0.4154
R3972,local,ffa_left_50,face,same,0.2245
R3972,local,ffa_left_50,face,diff,0.2813
R3972,local,ffa_left_50,house,same,0.309
R3972,local,ffa_left_50,house,diff,0.3676
R3972,local,ffa_right_100,face,same,0.3744
R3972,local,ffa_right_100,face,diff,0.3586
R3972,local,ffa_right_100,house,same,0.3789
R3972,local,ffa_right_100,house,diff,0.4411
R3972,local,ffa_right_150,face,same,0.3717
R3972,local,ffa_right_150,face,diff,0.357
R3972,local,ffa_right_150,house,same,0.3799
R3972,local,ffa_right_150,house,diff,0.4386
R3972,local,ffa_right_23,face,same,0.4066
R3972,local,ffa_right_23,face,diff,0.4172
R3972,local,ffa_right_23,house,same,0.4351
R3972,local,ffa_right_23,house,diff,0.4743
R3972,local,ffa_right_31,face,same,0.3771
R3972,local,ffa_right_31,face,diff,0.3698
R3972,local,ffa_right_31,house,same,0.3883
R3972,local,ffa_right_31,house,diff,0.4432
R3972,local,ffa_right_50,face,same,0.2929
R3972,local,ffa_right_50,face,diff,0.2721
R3972,local,ffa_right_50,house,same,0.3206
R3972,local,ffa_right_50,house,diff,0.3616
R3972,local,hMT,face,same,0.01355
R3972,local,hMT,face,diff,0.06985
R3972,local,hMT,house,same,0.06984
R3972,local,hMT,house,diff,0.1583
R3972,local,hV4,face,same,0.7189
R3972,local,hV4,face,diff,0.698
R3972,local,hV4,house,same,0.7912
R3972,local,hV4,house,diff,0.8475
R3972,local,ofa_24_bilat,face,same,0.5161
R3972,local,ofa_24_bilat,face,diff,0.556
R3972,local,ofa_24_bilat,house,same,0.5724
R3972,local,ofa_24_bilat,house,diff,0.5133
R3972,local,ofa_right_100,face,same,0.9193
R3972,local,ofa_right_100,face,diff,1.062
R3972,local,ofa_right_100,house,same,1.124
R3972,local,ofa_right_100,house,diff,0.9892
R3972,local,opa_24_bilat,face,same,0.8301
R3972,local,opa_24_bilat,face,diff,0.8744
R3972,local,opa_24_bilat,house,same,1.008
R3972,local,opa_24_bilat,house,diff,1.082
