subject,imtype,region,category,sequence,signal_change
R3948,local,IPS3,house,diff,0.2481
R3948,local,IPS4,face,same,-0.01618
R3948,local,IPS4,face,diff,-0.1751
R3948,local,IPS4,house,same,-0.1674
R3948,local,IPS4,house,diff,0.05935
R3948,local,IPS5,face,same,0.4924
R3948,local,IPS5,face,diff,0.2722
R3948,local,IPS5,house,same,0.4436
R3948,local,IPS5,house,diff,0.5044
R3948,local,LO1,face,same,0.9155
R3948,local,LO1,face,diff,0.687
R3948,local,LO1,house,same,0.9452
R3948,local,LO1,house,diff,1.267
R3948,local,LO2,face,same,0.6653
R3948,local,LO2,face,diff,0.3534
R3948,local,LO2,house,same,0.7074
R3948,local,LO2,house,diff,1.032
R3948,local,MST,face,same,-0.03011
R3948,local,MST,face,diff,-0.1344
R3948,local,MST,house,same,-0.06506
R3948,local,MST,house,diff,-0.08522
R3948,local,PHC1,face,same,-0.1295
R3948,local,PHC1,face,diff,-0.1855
R3948,local,PHC1,house,same,-0.003955
R3948,local,PHC1,house,diff,0.04382
R3948,local,PHC2,face,same,-0.1604
R3948,local,PHC2,face,diff,-0.2721
R3948,local,PHC2,house,same,-0.07547
R3948,local,PHC2,house,diff,-0.05468
R3948,local,SPL1,face,same,0.487
R3948,local,SPL1,face,diff,-0.3868
R3948,local,SPL1,house,same,0.1434
R3948,local,SPL1,house,diff,0.6999
R3948,local,V1,face,same,0.8732
R3948,local,V1,face,diff,0.755
R3948,local,V1,house,same,1.181
R3948,local,V1,house,diff,1.584
R3948,local,V1-V3,face,same,0.9287
R3948,local,V1-V3,face,diff,0.8234
R3948,local,V1-V3,house,same,1.179
R3948,local,V1-V3,house,diff,1.541
R3948,local,V1-V4,face,same,0.8851
R3948,local,V1-V4,face,diff,0.7785
R3948,local,V1-V4,house,same,1.119
R3948,local,V1-V4,house,diff,1.464
R3948,local,V1d,face,same,0.8539
R3948,local,V1d,face,diff,0.7197
R3948,local,V1d,house,same,1.106
R3948,local,V1d,house,diff,1.471
R3948,local,V1v,face,same,0.8672
R3948,local,V1v,face,diff,0.7654
R3948,local,V1v,house,same,1.206
R3948,local,V1v,house,diff,1.648
R3948,local,V2,face,same,0.8156
R3948,local,V2,face,diff,0.6993
R3948,local,V2,house,same,1.109
R3948,local,V2,house,diff,1.456
R3948,local,V2d,face,same,0.5173
R3948,local,V2d,face,diff,0.3303
R3948,local,V2d,house,same,0.7831
R3948,local,V2d,house,diff,1.081
R3948,local,V2v,face,same,1.108
R3948,local,V2v,face,diff,1.061
R3948,local,V2v,house,same,1.427
R3948,local,V2v,house,diff,1.824
R3948,local,V3,face,same,0.6864
R3948,local,V3,face,diff,0.63
R3948,local,V3,house,same,0.8602
R3948,local,V3,house,diff,1.056
R3948,local,V3a,face,same,-0.08318
R3948,local,V3a,face,diff,-0.33
R3948,local,V3a,house,same,-0.004682
R3948,local,V3a,house,diff,0.03856
R3948,local,V3b,face,same,0.5059
R3948,local,V3b,face,diff,0.2367
R3948,local,V3b,house,same,0.5671
R3948,local,V3b,house,diff,0.7879
R3948,local,V3d,face,same,0.5898
R3948,local,V3d,face,diff,0.4472
R3948,local,V3d,house,same,0.6812
R3948,local,V3d,house,diff,0.8566
R3948,local,V3v,face,same,0.791
R3948,local,V3v,face,diff,0.828
R3948,local,V3v,house,same,1.054
R3948,local,V3v,house,diff,1.273
R3948,local,VO1,face,same,0.2595
R3948,local,VO1,face,diff,0.3325
R3948,local,VO1,house,same,0.3809
R3948,local,VO1,house,diff,0.4418
R3948,local,VO2,face,same,0.03276
R3948,local,VO2,face,diff,0.09249
R3948,local,VO2,house,same,0.1645
R3948,local,VO2,house,diff,0.2467
R3948,local,all_regions,face,same,0.6499
R3948,local,all_regions,face,diff,0.4861
R3948,local,all_regions,house,same,0.7814
R3948,local,all_regions,house,diff,1.053
R3948,local,ffa_24_bilat,face,same,0.4625
R3948,local,ffa_24_bilat,face,diff,0.2737
R3948,local,ffa_24_bilat,house,same,0.2027
R3948,local,ffa_24_bilat,house,diff,0.4021
R3948,local,ffa_24_left,face,same,0.3039
R3948,local,ffa_24_left,face,diff,0.04007
R3948,local,ffa_24_left,house,same,0.03632
R3948,local,ffa_24_left,house,diff,0.1816
R3948,local,ffa_24_right,face,same,0.629
R3948,local,ffa_24_right,face,diff,0.5188
R3948,local,ffa_24_right,house,same,0.3774
R3948,local,ffa_24_right,house,diff,0.6335
R3948,local,ffa_31_bilat,face,same,0.5297
R3948,local,ffa_31_bilat,face,diff,0.3799
R3948,local,ffa_31_bilat,house,same,0.2419
R3948,local,ffa_31_bilat,house,diff,0.4336
R3948,local,ffa_31_left,face,same,0.3205
R3948,local,ffa_31_left,face,diff,0.1034
R3948,local,ffa_31_left,house,same,0.03891
R3948,local,ffa_31_left,house,diff,0.1674
R3948,local,ffa_31_right,face,same,0.7142
R3948,local,ffa_31_right,face,diff,0.6236
R3948,local,ffa_31_right,house,same,0.4208
R3948,local,ffa_31_right,house,diff,0.6683
R3948,local,ffa_38_bilat,face,same,0.6908
R3948,local,ffa_38_bilat,face,diff,0.6124
R3948,local,ffa_38_bilat,house,same,0.3811
R3948,local,ffa_38_bilat,house,diff,0.6046
R3948,local,ffa_38_left,face,same,0.2429
R3948,local,ffa_38_left,face,diff,-0.08927
R3948,local,ffa_38_left,house,same,0.04739
R3948,local,ffa_38_left,house,diff,0.06574
R3948,local,ffa_38_right,face,same,0.7019
R3948,local,ffa_38_right,face,diff,0.6297
R3948,local,ffa_38_right,house,same,0.3893
R3948,local,ffa_38_right,house,diff,0.6179
R3948,local,ffa_left_100,face,same,0.3964
R3948,local,ffa_left_100,face,diff,0.2488
R3948,local,ffa_left_100,house,same,0.08111
R3948,local,ffa_left_100,house,diff,0.1703
R3948,local,ffa_left_150,face,same,0.3714
R3948,local,ffa_left_150,face,diff,0.1901
R3948,local,ffa_left_150,house,same,0.06153
R3948,local,ffa_left_150,house,diff,0.167
R3948,local,ffa_left_23,face,same,0.3648
R3948,local,ffa_left_23,face,diff,0.1801
R3948,local,ffa_left_23,house,same,0.05878
R3948,local,ffa_left_23,house,diff,0.1644
R3948,local,ffa_left_31,face,same,0.4277
R3948,local,ffa_left_31,face,diff,0.2884
R3948,local,ffa_left_31,house,same,0.1004
R3948,local,ffa_left_31,house,diff,0.1818
R3948,local,ffa_left_50,face,same,0.5001
R3948,local,ffa_left_50,face,diff,0.3839
R3948,local,ffa_left_50,house,same,0.1474
R3948,local,ffa_left_50,house,diff,0.2197
R3948,local,ffa_right_100,face,same,0.9851
R3948,local,ffa_right_100,face,diff,1.031
R3948,local,ffa_right_100,house,same,0.5528
R3948,local,ffa_right_100,house,diff,0.7695
R3948,local,ffa_right_150,face,same,0.9851
R3948,local,ffa_right_150,face,diff,1.031
R3948,local,ffa_right_150,house,same,0.5528
R3948,local,ffa_right_150,house,diff,0.7695
R3948,local,ffa_right_23,face,same,0.9313
R3948,local,ffa_right_23,face,diff,0.9644
R3948,local,ffa_right_23,house,same,0.5184
R3948,local,ffa_right_23,house,diff,0.7086
R3948,local,ffa_right_31,face,same,1.232
R3948,local,ffa_right_31,face,diff,1.308
R3948,local,ffa_right_31,house,same,0.71
R3948,local,ffa_right_31,house,diff,0.8953
R3948,local,ffa_right_50,face,same,0.9851
R3948,local,ffa_right_50,face,diff,1.031
R3948,local,ffa_right_50,house,same,0.5528
R3948,local,ffa_right_50,house,diff,0.7695
R3948,local,hMT,face,same,0.3623
R3948,local,hMT,face,diff,-0.02389
R3948,local,hMT,house,same,0.2576
R3948,local,hMT,house,diff,0.5337
R3948,local,hV4,face,same,0.377
R3948,local,hV4,face,diff,0.2626
R3948,local,hV4,house,same,0.3756
R3948,local,hV4,house,diff,0.5017
R3948,local,ofa_24_bilat,face,same,0.3702
R3948,local,ofa_24_bilat,face,diff,0.2368
R3948,local,ofa_24_bilat,house,same,0.2193
R3948,local,ofa_24_bilat,house,diff,0.3521
R3948,local,ofa_left_100,face,same,0.9555
R3948,local,ofa_left_100,face,diff,0.7656
R3948,local,ofa_left_100,house,same,0.3836
R3948,local,ofa_left_100,house,diff,0.6143
R3948,local,ofa_right_100,face,same,0.7942
R3948,local,ofa_right_100,face,diff,0.7527
R3948,local,ofa_right_100,house,same,0.3588
R3948,local,ofa_right_100,house,diff,0.5192
R3948,local,opa_24_bilat,face,same,0.9467
R3948,local,opa_24_bilat,face,diff,0.7898
R3948,local,opa_24_bilat,house,same,1.062
R3948,local,opa_24_bilat,house,diff,1.34
R3948,local,opa_left_100,face,same,1.107
R3948,local,opa_left_100,face,diff,0.7576
R3948,local,opa_left_100,house,same,1.379
R3948,local,opa_left_100,house,diff,1.687
R3948,local,opa_right_100,face,same,1.078
R3948,local,opa_right_100,face,diff,0.8023
R3948,local,opa_right_100,house,same,1.278
R3948,local,opa_right_100,house,diff,1.725
R3948,local,ppa_24_bilat,face,same,0.1898
R3948,local,ppa_24_bilat,face,diff,0.1207
R3948,local,ppa_24_bilat,house,same,0.3123
R3948,local,ppa_24_bilat,house,diff,0.4609
R3948,local,ppa_24_left,face,same,0.2441
R3948,local,ppa_24_left,face,diff,0.1588
R3948,local,ppa_24_left,house,same,0.3267
R3948,local,ppa_24_left,house,diff,0.4933
R3948,local,ppa_24_right,face,same,0.1359
R3948,local,ppa_24_right,face,diff,0.08288
R3948,local,ppa_24_right,house,same,0.298
R3948,local,ppa_24_right,house,diff,0.4286
R3948,local,ppa_31_bilat,face,same,0.2524
R3948,local,ppa_31_bilat,face,diff,0.1897
R3948,local,ppa_31_bilat,house,same,0.3886
R3948,local,ppa_31_bilat,house,diff,0.5436
R3948,local,ppa_31_left,face,same,0.2604
R3948,local,ppa_31_left,face,diff,0.1812
R3948,local,ppa_31_left,house,same,0.3576
R3948,local,ppa_31_left,house,diff,0.5321
R3948,local,ppa_31_right,face,same,0.2448
R3948,local,ppa_31_right,face,diff,0.1975
R3948,local,ppa_31_right,house,same,0.4176
R3948,local,ppa_31_right,house,diff,0.5543
R3948,local,ppa_38_bilat,face,same,0.3238
R3948,local,ppa_38_bilat,face,diff,0.2652
R3948,local,ppa_38_bilat,house,same,0.4769
R3948,local,ppa_38_bilat,house,diff,0.6295
R3948,local,ppa_38_left,face,same,0.3412
R3948,local,ppa_38_left,face,diff,0.2579
R3948,local,ppa_38_left,house,same,0.4516
R3948,local,ppa_38_left,house,diff,0.6418
R3948,local,ppa_38_right,face,same,0.3083
R3948,local,ppa_38_right,face,diff,0.2717
R3948,local,ppa_38_right,house,same,0.4994
R3948,local,ppa_38_right,house,diff,0.6185
R3948,local,ppa_left_100,face,same,0.1981
R3948,local,ppa_left_100,face,diff,0.07406
R3948,local,ppa_left_100,house,same,0.323
R3948,local,ppa_left_100,house,diff,0.5208
R3948,local,ppa_left_150,face,same,0.2132
R3948,local,ppa_left_150,face,diff,0.09638
R3948,local,ppa_left_150,house,same,0.3381
R3948,local,ppa_left_150,house,diff,0.5417
R3948,local,ppa_left_23,face,same,0.2399
R3948,local,ppa_left_23,face,diff,0.1368
R3948,local,ppa_left_23,house,same,0.3691
R3948,local,ppa_left_23,house,diff,0.5779
R3948,local,ppa_left_31,face,same,0.2427
R3948,local,ppa_left_31,face,diff,0.1377
R3948,local,ppa_left_31,house,same,0.3643
R3948,local,ppa_left_31,house,diff,0.5713
R3948,local,ppa_left_50,face,same,0.2484
R3948,local,ppa_left_50,face,diff,0.1198
R3948,local,ppa_left_50,house,same,0.391
R3948,local,ppa_left_50,house,diff,0.5899
R3948,local,ppa_right_100,face,same,0.3218
R3948,local,ppa_right_100,face,diff,0.2296
R3948,local,ppa_right_100,house,same,0.6463
R3948,local,ppa_right_100,house,diff,0.848
R3948,local,ppa_right_150,face,same,0.3219
R3948,local,ppa_right_150,face,diff,0.242
R3948,local,ppa_right_150,house,same,0.6562
R3948,local,ppa_right_150,house,diff,0.8875
R3948,local,ppa_right_23,face,same,0.2145
R3948,local,ppa_right_23,face,diff,0.1166
R3948,local,ppa_right_23,house,same,0.5037
R3948,local,ppa_right_23,house,diff,0.7599
R3948,local,ppa_right_31,face,same,0.3882
R3948,local,ppa_right_31,face,diff,0.3011
R3948,local,ppa_right_31,house,same,0.7094
R3948,local,ppa_right_31,house,diff,0.968
R3948,local,ppa_right_50,face,same,0.3587
R3948,local,ppa_right_50,face,diff,0.2693
R3948,local,ppa_right_50,house,same,0.719
R3948,local,ppa_right_50,house,diff,0.9123
R3948,local,psts_24_bilat,face,same,-0.03569
R3948,local,psts_24_bilat,face,diff,-0.2408
R3948,local,psts_24_bilat,house,same,-0.09807
R3948,local,psts_24_bilat,house,diff,-0.09505
R3948,local,psts_left_100,face,same,0.2808
R3948,local,psts_left_100,face,diff,0.0888
R3948,local,psts_left_100,house,same,0.1166
R3948,local,psts_left_100,house,diff,0.06476
R3948,local,psts_right_100,face,same,0.2057
R3948,local,psts_right_100,face,diff,0.03141
R3948,local,psts_right_100,house,same,0.09656
R3948,local,psts_right_100,house,diff,0.09925
R3948,local,rsc_24_bilat,face,same,-0.4681
R3948,local,rsc_24_bilat,face,diff,-0.6002
R3948,local,rsc_24_bilat,house,same,-0.3499
R3948,local,rsc_24_bilat,house,diff,-0.1702
R3948,local,ventral_stream,face,same,0.324
R3948,local,ventral_stream,face,diff,0.1976
R3948,local,ventral_stream,house,same,0.4008
R3948,local,ventral_stream,house,diff,0.657
R3948,local,ventral_stream_sub_V1V4,face,same,0.2062
R3948,local,ventral_stream_sub_V1V4,face,diff,0.04644
R3948,local,ventral_stream_sub_V1V4,house,same,0.2471
R3948,local,ventral_stream_sub_V1V4,house,diff,0.4894
R3948,intact,IPS0,face,same,0.006618
R3948,intact,IPS0,face,diff,0.1849
R3948,intact,IPS0,house,same,0.5816
R3948,intact,IPS0,house,diff,0.4265
R3948,intact,IPS1,face,same,0.2065
R3948,intact,IPS1,face,diff,0.239
R3948,intact,IPS1,house,same,0.5494
R3948,intact,IPS1,house,diff,0.4029
R3948,intact,IPS2,face,same,-0.1304
R3948,intact,IPS2,face,diff,-0.02822
R3948,intact,IPS2,house,same,0.2784
R3948,intact,IPS2,house,diff,0.2721
R3948,intact,IPS3,face,same,-0.329
R3948,intact,IPS3,face,diff,-0.2154
R3948,intact,IPS3,house,same,0.0992
R3948,intact,IPS3,house,diff,0.2134
R3948,intact,IPS4,face,same,-0.308
R3948,intact,IPS4,face,diff,-0.2161
R3948,intact,IPS4,house,same,0.01038
R3948,intact,IPS4,house,diff,0.09265
R3948,intact,IPS5,face,same,-0.05781
R3948,intact,IPS5,face,diff,0.04805
R3948,intact,IPS5,house,same,0.5228
R3948,intact,IPS5,house,diff,0.4764
R3948,intact,LO1,face,same,0.28
R3948,intact,LO1,face,diff,0.5578
R3948,intact,LO1,house,same,1.398
R3948,intact,LO1,house,diff,1.424
R3948,intact,LO2,face,same,0.09654
R3948,intact,LO2,face,diff,0.3277
R3948,intact,LO2,house,same,1.229
R3948,intact,LO2,house,diff,1.255
R3948,intact,MST,face,same,-0.02189
R3948,intact,MST,face,diff,0.02714
R3948,intact,MST,house,same,0.07786
R3948,intact,MST,house,diff,0.1067
R3948,intact,PHC1,face,same,-0.05547
R3948,intact,PHC1,face,diff,-0.1979
R3948,intact,PHC1,house,same,0.3069
R3948,intact,PHC1,house,diff,0.08452
R3948,intact,PHC2,face,same,-0.0436
R3948,intact,PHC2,face,diff,-0.18
R3948,intact,PHC2,house,same,0.1653
R3948,intact,PHC2,house,diff,-0.04043
R3948,intact,SPL1,face,same,-0.7326
R3948,intact,SPL1,face,diff,-0.6369
R3948,intact,SPL1,house,same,0.3437
R3948,intact,SPL1,house,diff,0.3679
R3948,intact,V1,face,same,0.7101
R3948,intact,V1,face,diff,0.7474
R3948,intact,V1,house,same,1.108
R3948,intact,V1,house,diff,0.9576
R3948,intact,V1-V3,face,same,0.6062
R3948,intact,V1-V3,face,diff,0.758
R3948,intact,V1-V3,house,same,1.142
R3948,intact,V1-V3,house,diff,1.017
R3948,intact,V1-V4,face,same,0.5851
R3948,intact,V1-V4,face,diff,0.7202
R3948,intact,V1-V4,house,same,1.092
R3948,intact,V1-V4,house,diff,0.9718
R3948,intact,V1d,face,same,0.6314
R3948,intact,V1d,face,diff,0.8305
R3948,intact,V1d,house,same,1.07
R3948,intact,V1d,house,diff,1.024
R3948,intact,V1v,face,same,0.7699
R3948,intact,V1v,face,diff,0.6541
R3948,intact,V1v,house,same,1.115
R3948,intact,V1v,house,diff,0.8685
R3948,intact,V2,face,same,0.5035
R3948,intact,V2,face,diff,0.681
R3948,intact,V2,house,same,1.088
R3948,intact,V2,house,diff,0.9507
R3948,intact,V2d,face,same,0.1282
R3948,intact,V2d,face,diff,0.5415
R3948,intact,V2d,house,same,0.8265
R3948,intact,V2d,house,diff,0.7082
R3948,intact,V2v,face,same,0.8733
R3948,intact,V2v,face,diff,0.8184
R3948,intact,V2v,house,same,1.345
R3948,intact,V2v,house,diff,1.19
R3948,intact,V3,face,same,0.1995
R3948,intact,V3,face,diff,0.4977
R3948,intact,V3,house,same,0.8917
R3948,intact,V3,house,diff,0.8069
R3948,intact,V3a,face,same,-0.6673
R3948,intact,V3a,face,diff,-0.1462
R3948,intact,V3a,house,same,0.3931
R3948,intact,V3a,house,diff,0.1112
R3948,intact,V3b,face,same,-0.1251
R3948,intact,V3b,face,diff,0.2549
R3948,intact,V3b,house,same,0.9586
R3948,intact,V3b,house,diff,0.9881
R3948,intact,V3d,face,same,-0.08716
R3948,intact,V3d,face,diff,0.4623
R3948,intact,V3d,house,same,0.8509
R3948,intact,V3d,house,diff,0.7046
R3948,intact,V3v,face,same,0.5125
R3948,intact,V3v,face,diff,0.5364
R3948,intact,V3v,house,same,0.9363
R3948,intact,V3v,house,diff,0.9187
R3948,intact,VO1,face,same,0.2791
R3948,intact,VO1,face,diff,0.1904
R3948,intact,VO1,house,same,0.5124
R3948,intact,VO1,house,diff,0.3922
R3948,intact,VO2,face,same,0.09229
R3948,intact,VO2,face,diff,-0.03328
R3948,intact,VO2,house,same,0.4087
R3948,intact,VO2,house,diff,0.2205
R3948,intact,all_regions,face,same,0.3105
R3948,intact,all_regions,face,diff,0.4665
R3948,intact,all_regions,house,same,0.9112
R3948,intact,all_regions,house,diff,0.7888
R3948,intact,ffa_24_bilat,face,same,0.533
R3948,intact,ffa_24_bilat,face,diff,0.4797
R3948,intact,ffa_24_bilat,house,same,0.4641
R3948,intact,ffa_24_bilat,house,diff,0.4583
R3948,intact,ffa_24_left,face,same,0.3998
R3948,intact,ffa_24_left,face,diff,0.3025
R3948,intact,ffa_24_left,house,same,0.3302
R3948,intact,ffa_24_left,house,diff,0.2631
R3948,intact,ffa_24_right,face,same,0.6715
R3948,intact,ffa_24_right,face,diff,0.6639
R3948,intact,ffa_24_right,house,same,0.6033
R3948,intact,ffa_24_right,house,diff,0.6613
R3948,intact,ffa_31_bilat,face,same,0.6049
R3948,intact,ffa_31_bilat,face,diff,0.5864
R3948,intact,ffa_31_bilat,house,same,0.4849
R3948,intact,ffa_31_bilat,house,diff,0.5105
R3948,intact,ffa_31_left,face,same,0.4402
R3948,intact,ffa_31_left,face,diff,0.37
R3948,intact,ffa_31_left,house,same,0.3155
R3948,intact,ffa_31_left,house,diff,0.282
R3948,intact,ffa_31_right,face,same,0.7526
R3948,intact,ffa_31_right,face,diff,0.7803
R3948,intact,ffa_31_right,house,same,0.6367
R3948,intact,ffa_31_right,house,diff,0.7153
R3948,intact,ffa_38_bilat,face,same,0.7532
R3948,intact,ffa_38_bilat,face,diff,0.7807
R3948,intact,ffa_38_bilat,house,same,0.6081
R3948,intact,ffa_38_bilat,house,diff,0.6852
R3948,intact,ffa_38_left,face,same,-0.02664
R3948,intact,ffa_38_left,face,diff,0.0173
R3948,intact,ffa_38_left,house,same,0.3072
R3948,intact,ffa_38_left,house,diff,0.1732
R3948,intact,ffa_38_right,face,same,0.7627
R3948,intact,ffa_38_right,face,diff,0.79
R3948,intact,ffa_38_right,house,same,0.6118
R3948,intact,ffa_38_right,house,diff,0.6914
R3948,intact,ffa_left_100,face,same,0.7117
R3948,intact,ffa_left_100,face,diff,0.7371
R3948,intact,ffa_left_100,house,same,0.2454
R3948,intact,ffa_left_100,house,diff,0.2642
R3948,intact,ffa_left_150,face,same,0.6243
R3948,intact,ffa_left_150,face,diff,0.6343
R3948,intact,ffa_left_150,house,same,0.2312
R3948,intact,ffa_left_150,house,diff,0.2424
R3948,intact,ffa_left_23,face,same,0.6133
R3948,intact,ffa_left_23,face,diff,0.61
R3948,intact,ffa_left_23,house,same,0.2289
R3948,intact,ffa_left_23,house,diff,0.2391
R3948,intact,ffa_left_31,face,same,0.7783
R3948,intact,ffa_left_31,face,diff,0.8137
R3948,intact,ffa_left_31,house,same,0.2667
R3948,intact,ffa_left_31,house,diff,0.2763
R3948,intact,ffa_left_50,face,same,0.8918
R3948,intact,ffa_left_50,face,diff,0.9558
R3948,intact,ffa_left_50,house,same,0.3156
R3948,intact,ffa_left_50,house,diff,0.3113
R3948,intact,ffa_right_100,face,same,1.31
R3948,intact,ffa_right_100,face,diff,1.225
R3948,intact,ffa_right_100,house,same,0.8052
R3948,intact,ffa_right_100,house,diff,0.5583
R3948,intact,ffa_right_150,face,same,1.31
R3948,intact,ffa_right_150,face,diff,1.225
R3948,intact,ffa_right_150,house,same,0.8052
R3948,intact,ffa_right_150,house,diff,0.5583
R3948,intact,ffa_right_23,face,same,1.207
R3948,intact,ffa_right_23,face,diff,1.116
R3948,intact,ffa_right_23,house,same,0.74
R3948,intact,ffa_right_23,house,diff,0.4743
R3948,intact,ffa_right_31,face,same,1.566
R3948,intact,ffa_right_31,face,diff,1.505
R3948,intact,ffa_right_31,house,same,0.9186
R3948,intact,ffa_right_31,house,diff,0.5326
R3948,intact,ffa_right_50,face,same,1.31
R3948,intact,ffa_right_50,face,diff,1.225
R3948,intact,ffa_right_50,house,same,0.8052
R3948,intact,ffa_right_50,house,diff,0.5583
R3948,intact,hMT,face,same,-0.002603
R3948,intact,hMT,face,diff,0.1195
R3948,intact,hMT,house,same,1.097
R3948,intact,hMT,house,diff,1.055
R3948,intact,hV4,face,same,0.3336
R3948,intact,hV4,face,diff,0.2835
R3948,intact,hV4,house,same,0.456
R3948,intact,hV4,house,diff,0.4392
R3948,intact,ofa_24_bilat,face,same,0.2061
R3948,intact,ofa_24_bilat,face,diff,0.3517
R3948,intact,ofa_24_bilat,house,same,0.3149
R3948,intact,ofa_24_bilat,house,diff,0.2856
R3948,intact,ofa_left_100,face,same,0.9505
R3948,intact,ofa_left_100,face,diff,1.166
R3948,intact,ofa_left_100,house,same,0.4947
R3948,intact,ofa_left_100,house,diff,0.6793
R3948,intact,ofa_right_100,face,same,0.8114
R3948,intact,ofa_right_100,face,diff,1.013
R3948,intact,ofa_right_100,house,same,0.455
R3948,intact,ofa_right_100,house,diff,0.5711
R3948,intact,opa_24_bilat,face,same,0.4209
R3948,intact,opa_24_bilat,face,diff,0.6425
R3948,intact,opa_24_bilat,house,same,1.139
R3948,intact,opa_24_bilat,house,diff,1.143
R3948,intact,opa_left_100,face,same,0.2227
R3948,intact,opa_left_100,face,diff,0.3945
R3948,intact,opa_left_100,house,same,2.018
R3948,intact,opa_left_100,house,diff,1.922
R3948,intact,opa_right_100,face,same,0.1223
R3948,intact,opa_right_100,face,diff,0.3964
R3948,intact,opa_right_100,house,same,1.577
R3948,intact,opa_right_100,house,diff,1.775
R3948,intact,ppa_24_bilat,face,same,0.08593
R3948,intact,ppa_24_bilat,face,diff,0.05759
R3948,intact,ppa_24_bilat,house,same,0.5703
R3948,intact,ppa_24_bilat,house,diff,0.4917
R3948,intact,ppa_24_left,face,same,0.07247
R3948,intact,ppa_24_left,face,diff,0.09432
R3948,intact,ppa_24_left,house,same,0.56
R3948,intact,ppa_24_left,house,diff,0.5163
R3948,intact,ppa_24_right,face,same,0.09911
R3948,intact,ppa_24_right,face,diff,0.0216
R3948,intact,ppa_24_right,house,same,0.5805
R3948,intact,ppa_24_right,house,diff,0.4676
R3948,intact,ppa_31_bilat,face,same,0.0892
R3948,intact,ppa_31_bilat,face,diff,0.06423
R3948,intact,ppa_31_bilat,house,same,0.6473
R3948,intact,ppa_31_bilat,house,diff,0.5938
R3948,intact,ppa_31_left,face,same,0.04299
R3948,intact,ppa_31_left,face,diff,0.06861
R3948,intact,ppa_31_left,house,same,0.6035
R3948,intact,ppa_31_left,house,diff,0.5654
R3948,intact,ppa_31_right,face,same,0.1327
R3948,intact,ppa_31_right,face,diff,0.06011
R3948,intact,ppa_31_right,house,same,0.6886
R3948,intact,ppa_31_right,house,diff,0.6206
R3948,intact,ppa_38_bilat,face,same,0.1029
R3948,intact,ppa_38_bilat,face,diff,0.07773
R3948,intact,ppa_38_bilat,house,same,0.7484
R3948,intact,ppa_38_bilat,house,diff,0.7166
R3948,intact,ppa_38_left,face,same,0.05579
R3948,intact,ppa_38_left,face,diff,0.08666
R3948,intact,ppa_38_left,house,same,0.7375
R3948,intact,ppa_38_left,house,diff,0.7184
R3948,intact,ppa_38_right,face,same,0.1439
R3948,intact,ppa_38_right,face,diff,0.06995
R3948,intact,ppa_38_right,house,same,0.7579
R3948,intact,ppa_38_right,house,diff,0.7151
R3948,intact,ppa_left_100,face,same,0.002797
R3948,intact,ppa_left_100,face,diff,-0.01218
R3948,intact,ppa_left_100,house,same,0.6509
R3948,intact,ppa_left_100,house,diff,0.6299
R3948,intact,ppa_left_150,face,same,0.008232
R3948,intact,ppa_left_150,face,diff,0.009676
R3948,intact,ppa_left_150,house,same,0.6461
R3948,intact,ppa_left_150,house,diff,0.6231
R3948,intact,ppa_left_23,face,same,0.08411
R3948,intact,ppa_left_23,face,diff,0.1105
R3948,intact,ppa_left_23,house,same,0.6434
R3948,intact,ppa_left_23,house,diff,0.617
R3948,intact,ppa_left_31,face,same,0.02466
R3948,intact,ppa_left_31,face,diff,0.03587
R3948,intact,ppa_left_31,house,same,0.6602
R3948,intact,ppa_left_31,house,diff,0.6277
R3948,intact,ppa_left_50,face,same,0.01592
R3948,intact,ppa_left_50,face,diff,-0.02635
R3948,intact,ppa_left_50,house,same,0.7981
R3948,intact,ppa_left_50,house,diff,0.7846
R3948,intact,ppa_right_100,face,same,0.04971
R3948,intact,ppa_right_100,face,diff,-0.002496
R3948,intact,ppa_right_100,house,same,0.9982
R3948,intact,ppa_right_100,house,diff,1.11
R3948,intact,ppa_right_150,face,same,0.0456
R3948,intact,ppa_right_150,face,diff,0.01474
R3948,intact,ppa_right_150,house,same,1.008
R3948,intact,ppa_right_150,house,diff,1.085
R3948,intact,ppa_right_23,face,same,0.05545
R3948,intact,ppa_right_23,face,diff,0.06739
R3948,intact,ppa_right_23,house,same,0.7985
R3948,intact,ppa_right_23,house,diff,0.7708
R3948,intact,ppa_right_31,face,same,0.1015
R3948,intact,ppa_right_31,face,diff,0.08734
R3948,intact,ppa_right_31,house,same,1.033
R3948,intact,ppa_right_31,house,diff,1.094
R3948,intact,ppa_right_50,face,same,0.047
R3948,intact,ppa_right_50,face,diff,-0.01583
R3948,intact,ppa_right_50,house,same,1.079
R3948,intact,ppa_right_50,house,diff,1.217
R3948,intact,psts_24_bilat,face,same,0.1749
R3948,intact,psts_24_bilat,face,diff,0.02824
R3948,intact,psts_24_bilat,house,same,0.1004
R3948,intact,psts_24_bilat,house,diff,0.01693
R3948,intact,psts_left_100,face,same,0.4212
R3948,intact,psts_left_100,face,diff,0.3936
R3948,intact,psts_left_100,house,same,0.3224
R3948,intact,psts_left_100,house,diff,0.2534
R3948,intact,psts_right_100,face,same,0.5552
R3948,intact,psts_right_100,face,diff,0.4013
R3948,intact,psts_right_100,house,same,0.3493
R3948,intact,psts_right_100,house,diff,0.1885
R3948,intact,rsc_24_bilat,face,same,-0.4353
